noeea,name,x_icold,y_icold,score,x_prop,y_prop,x_val,y_val,area,cap_total,ic_city,country,lake_name,river_id,river_name,year_opp,year_dead,comments,valid,ic_continent,is_main,noeea_m,is_icold,alias,ic_year,ic_state,ic_high,ic_high_guessed,ic_length,ic_length_guessed,ic_vol,ic_purpose,ic_owner,ic_note,ic_particular,ic_international,ic_sealing,ic_foundation,ic_capacity,ic_area,ic_spill,ic_type_spill,ic_engineer,ic_contractor,ic_p_mw,ic_e_whpyear,ic_irrigation,ic_floodstock,ic_settlement,
"DSP0500","FORATA","-0.86","39.34","0","-32768","-32768","0","0","2310","37100","YATOVA","SP","","10271","","-32768","-32768","","","","t","","t","","1969","VALENCIA","68","f","225","f","165","I","ESTADO","","","","","R","37100","2310","900","V","ANTONIO INGLES","ABC-ATALAYA","","","","","",
"DSP0501","GRADO I, EL","0.25","42.15","0","-32768","-32768","0","0","12700","399000","GRADO, EL","SP","","8869","","-32768","-32768","","","","t","","t","","1969","HUESCA","130","f","959","f","1030","H","ESTADO","","","","","R","399000","12700","3430","V","C-MAZZUCHELLI","AUXINI","","","","","",
"DSP0502","GUADALMENA","-2.91","38.36","0","-32768","-32768","0","0","12500","346500","CHICLANA DE SEGURA","SP","","9557","","-32768","-32768","","","","t","","t","","1969","JAEN","96","f","348","f","600","I","ESTADO","","","","","R","346500","12500","1749","V","J.M. ALMENDRAL","COVILES - AUXINI","","","","","",
"DSP0503","IZNAJAR","-4.38","37.27","0","-32768","-32768","0","0","25217","1067000","RUTE, CUEVAS SAN MARCOS","SP","","9418","","-32768","-32768","","","","t","","t","","1969","CORDOBA","122","f","407","f","1396","IH","ESTADO","","","","","R","1067000","25217","6553","V","G. BRAVO GUILLEN","SAN ROMAN - OCISA","","","","","",
"DSP0504","JAROSA, LA (DIQUE DEL COLLADO)","-4.11","40.66","0","-32768","-32768","0","0","929","","GUADARRAMA","SP","","8278","","-32768","-32768","","","","f","DSP0479","t","","1968","MADRID","14","f","340","f","26","IH","CANAL DE ISABEL II","JAROSA, LA","","","","R","","929","0"," -","J. GAVALA","ABC CNES.","","","","","",
"DSP0505","ALCANTARA II (SALTO JOSÉ MARÍA DE ORIOL)","-6.88","39.73","0","-32768","-32768","0","0","104000","3162000","ALCANTARA","SP","","11489","","-32768","-32768","","","","t","","t","","1969","CACERES","130","f","570","f","956","H","IBERDROLA","","","","","R","3162000","104000","12150","V","M. CASTILLO","HIDROLA - LODIGLIANI","","","","","",
"DSP0506","PASO NUEVO","0.55","42.63","0","-32768","-32768","0","0","200","3400","BENASQUE","SP","","9219","","-32768","-32768","","","","t","","t","","1969","HUESCA","73","f","195","f","115","S","ENERGIAS DE ARAGON S.A.","","","","","R","3400","200","320","V","R.CONEJOS","OCISA","","","","","",
"DSP0507","RENEGADO, EL","-6.1","40.48","0","-32768","-32768","0","0","103","1650","CEUTA","SP","","10914","","-32768","-32768","","","","t","","t","","1969","CEUTA","66","f","244","f","573","H","ESTADO","","","","ie","R","1650","103","18","L","S-SERRANO","DRAGADOS","","","","","",
"DSP0508","RETORTILLO (DERIVACION)","-5.3","37.74","0","-32768","-32768","0","0","456","4150","HORNACHUELOS","SP","","10916","","-32768","-32768","","","","t","","t","","1968","CORDOBA","36","f","140","f","43","H","ESTADO","","","","","R","4150","456","680","V","J. CHASTANG MARIN","FABREGA S.A.","","","","","",
"DSP0509","RIBARROJA","0.43","41.24","0","-32768","-32768","0","0","20590","206880","RIBA-ROJA D´EBRE","SP","","9156","","-32768","-32768","","","","t","","t","","1969","TARRAGONA","60","f","565","f","800","IH","ENHER","","","","","R","206880","20590","11670","V","A. GETE","ENHER","","","","","",
"DSP0510","MANZANARES EL REAL (SANTILLANA)","-3.94","40.7","0","-32768","-32768","0","0","10437","91244","MANZANARES EL REAL","SP","","10304","","-32768","-32768","","","","t","","t","","1969","MADRID","40","f","1355","f","850","SH","CANAL DE ISABEL II","SANTILLANA","","","fa","R","91244","10437","306","L","B. DIAZ Y DIAZ","COVILES","","","","","",
"DSP0511","VILASOUTO","-7.42","42.66","0","-32768","-32768","0","0","112","20520","INCIO, O","SP","","10305","","-32768","-32768","","","","t","","t","","1969","LUGO","59","f","336","f","155","IS","ESTADO","","","","","R","20520","112","225","V","F. TORRES Y M. ANDREU","AUXINI","","","","","",
"DSP0512","ALMENDRA","-6.31","41.27","0","-32768","-32768","0","0","86500","2648640","ALMENDRA Y CIBANAL","SP","","11606","","-32768","-32768","","","","t","","t","","1970","SALAMANCA","202","f","567","f","2186","H","IBERDROLA","","","","","R","2648640","86500","3039","V","P. GUINEA","DEZEA","","","","","",
"DSP0513","ALMENDRA (DIQUE DEL COLLADO 1)","-6.31","41.27","0","-32768","-32768","0","0","","0","ALMENDRA Y CIBANAL","SP","","11606","","-32768","-32768","","","","f","DSP0512","t","","1970","SALAMANCA","31","f","1372","f","221","SX","IBERDROLA","ALMENDRA","","","","R","0","","0"," -","P. GUINEA","DEZEA","","","","","",
"DSP0514","ALMENDRA (DIQUE DEL COLLADO 2)","-6.31","41.27","0","-32768","-32768","0","0","","0","ALMENDRA Y CIBANAL","SP","","11606","","-32768","-32768","","","","f","DSP0512","t","","1970","SALAMANCA","30","f","656","f","322","H","IBERDROLA","ALMENDRA","","","fa","R","0","","0"," -","P. GUINEA","DEZEA","","","","","",
"DSP0515","ALMENDRA (DIQUE DEL COLLADO 3)","-6.31","41.27","0","-32768","-32768","0","0","","0","ALMENDRA Y CIBANAL","SP","","11606","","-32768","-32768","","","","f","DSP0512","t","","1970","SALAMANCA","29","f","1007","f","641","H","IBERDROLA","ALMENDRA","","","fa","R","0","","0"," -","P. GUINEA","DEZEA","","","","","",
"DSP0516","ARGOS","-1.73","38.17","0","-32768","-32768","0","0","1320","11150","CEHEGIN","SP","","8233","","-32768","-32768","","","","t","","t","","1970","MURCIA","31","f","316","f","375","H","ESTADO","","","","fe","R","11150","1320","750","V","A. BOTIA PANTOJA","OBRAS Y SERVICIO PUBLICO S.A.","","","","","",
"DSP0517","CERRO ALARCON","-4.09","40.45","0","-32768","-32768","0","0","","1000","VALDEMORILLO","SP","","10732","","-32768","-32768","","","","t","","t","","1970","MADRID","21","f","132","f","9","IC","CLUB NAUTICO CERRO ALARCON","","","","","R","1000","","225","L","A. SANFELIZ, J. PEIRONCELLY","URB. CERRO ALARCON","","","","","",
"DSP0518","CHEJELIPES","-16.96","28.1","0","-32768","-32768","0","0","50","630","SAN SEBASTIAN DE LA GOMERA","SP","","10059","","-32768","-32768","","","","t","","t","","1970","STA. CRUZ DE TENERIFE","42","f","131","f","42","I","AUTONOMIA CANARIAS","","","","","","630","50","170","L","L-ELICES","O. RODRIGUEZ GOMEZ","","","","","",
"DSP0519","ESPARRAGAL, EL","-6.11","37.56","0","-32768","-32768","0","0","226","2000","GERENA","SP","","9189","","-32768","-32768","","","","t","","t","","1970","SEVILLA","28","f","117","f","10","I","J.M. ORIOL - ESPARRAGAL S.A.","Heightened : 1984","H","","","R","2000","226","203","L/L","M. CASTILLO Y L. SURROCA","R. BEAMONTE Y CNES. HERNANDO","","","","","",
"DSP0520","ESTOS","0.53","42.63","0","-32768","-32768","0","0","30","50","BENASQUE","SP","","9231","","-32768","-32768","","","","t","","t","","1970","HUESCA","32","f","40","f","9","S","ENERGIAS DE ARAGON S.A.","","","","","R","50","30","210","L/V","EPTISA","OCISA","","","","","",
"DSP0521","FRIEIRA","-8.19","42.15","0","-32768","-32768","0","0","4660","44400","CRECIENTE","SP","","10394","","-32768","-32768","","","","t","","t","","1970","PONTEVEDRA","36","f","194","f","118","H","UNION FENOSA","","","","","R","44400","4660","11147","V","R. HOYO, A. CARREÑO","CUBIERTAS Y TEJADOS - MZOV","","","","","",
"DSP0522","HOYAS, LAS","-15.27","28.03","0","-32768","-32768","0","0","68","1010","ARTENARA","SP","","10071","","-32768","-32768","","","","t","","t","","1970","PALMAS, LAS","44","f","107","f","58","I","C-REGANTES DEL NORTE","","","","","S","1010","68","29","L","J-ALONSO","S. RODRIGUEZ","","","","","",
"DSP0523","MONTEHERMOSO","-6.35","40.1","0","-32768","-32768","0","0","144","550","MONTEHERMOSO","SP","","9005","","-32768","-32768","","","","t","","t","","1970","CACERES","15","f","342","f","12","S","AYUNTAMIENTO MONTEHERMOSO","","","","","R","550","144","13","L","E. DE CASTRO","ATALAYA S.A.","","","","","",
"DSP0524","ODIEL","-6.62","37.79","0","-32768","-32768","0","0","780","7350","ARACENA","SP","","10584","","-32768","-32768","","","","t","","t","","1970","HUELVA","41","f","200","f","149","SX","RIOTINTO MINERA","Heightened : 1982","H","","fp","R","7350","780","","","TORAN","DRAGADOS","","","","","",
"DSP0525","PARDO, EL","-3.78","40.54","0","-32768","-32768","0","0","5500","45000","MADRID/el pardo","SP","","10304","","-32768","-32768","","","","t","","t","","1970","MADRID","35","f","830","f","617","X","ESTADO","","","","he","R","45000","5500","750","V","F.MUZAS, M.SANZ Y EPTISA","DRAGADOS","","","","","",
"DSP0526","PARRALILLO, EL","-15.7","27.99","0","-32768","-32768","0","0","208","4600","TEJEDA Y ARTENARA","SP","","8122","","-32768","-32768","","","","t","","t","","1970","PALMAS, LAS","68","f","157","f","109","I","C-REGANTES ALDEA S. NICOLAS","","","","","R","4600","208","520","L","S. ALONSO VEGA","AGROMAN","","","","","",
"DSP0527","PUMARES","-6.85","42.4","0","-32768","-32768","0","0","767","3880","CARBALLEDA","SP","","11293","","-32768","-32768","","","","t","","t","","1970","OURENSE","20","f","210","f","36","H","IBERDROLA","","","","","R","3880","767","3650","V","S.CASTRO, A. CAMPO Y L. MAROTO","SALTOS DEL SIL","","","","","",
"DSP0528","RETORTILLO","-5.35","37.84","0","-32768","-32768","0","0","5998","73220","HORNACHUELOS, PUEBLA DE INFANTES","SP","","10916","","-32768","-32768","","","","t","","t","","1970","CORDOBA","53","f","156","f","87","I","ESTADO","","","","","R","73220","5998","618","V","J.A. VIGUERAS Y M.A. RUIZ AZUA","COVILES / J. C. STRIBICK","","","","","",
"DSP0529","ROSADOIRO","-8.49","43.33","0","-32768","-32768","0","0","562","1870","ARTEIXO","SP","","11229","","-32768","-32768","","","","t","","t","","1970","CORUÑA, A","16","f","128","f","7","S","DIPUTACION LA CORUÑA","","","","","R","1870","562","93","V","L-YORDI","DUCESA","","","","","",
"DSP0531","UMBRIA, LA","-15.16","28.05","0","-32768","-32768","0","0","70","620","PALMAS DE GRAN CANARIA, LAS","SP","","8767","","-32768","-32768","","","","t","","t","","1970","PALMAS, LAS","25","f","200","f","25","I","AYUNTAMIENTO LAS PALMAS","","","","","R","620","70","","L","M. GONZALEZ","GINES NAVARRO","","","","","",
"DSP0533","BENIARRES","-0.35","38.81","0","-32768","-32768","0","0","2680","27000","BENIARRES","SP","","11250","","-32768","-32768","","","","t","","t","","1958","ALICANTE","53","f","395","f","99","I","ESTADO","","","","","R","27000","2680","1050","V","J. ELIO (1º FASE) / R. DONAT(2ª FASE)","BENIARRES S.A.(1º FASE) / SICOP S.A.(2ª FASE)","","","","","",
"DSP0534","BUBAL","-0.31","42.68","0","-32768","-32768","0","0","2340","64250","HOZ DE JACA, BIESCAS","SP","","9368","","-32768","-32768","","","","t","","t","","1971","HUESCA","90","f","195","f","198","IH","ESTADO","","","","","R","64250","2340","800","V","BODEGA, CERDA Y CONEJOS","OCISA","","","","","",
"DSP0535","CARRASCAL, EL","-4.24","40.78","0","-32768","-32768","0","0","17","160","VEGAS DE MATUTE","SP","","8750","","-32768","-32768","","","","t","","t","","1971","SEGOVIA","26","f","111","f","63","S","COMPAÑÍA INTERNACIONAL DE BIENES RAICES, S.A.","","","","he","R","160","17","10","L","A-RAMIREZ","INMOBILIARIA LOS ANGELES","","","","","",
"DSP0536","CASOYO","-6.9","42.41","0","-32768","-32768","0","0","47","290","SOBRADELO/carballeda","SP","","8764","","-32768","-32768","","","","t","","t","","1971","OURENSE","21","f","56","f","6","H","IBERDROLA","","","","","R","290","47","336","L","CASTRO, DEL CAMPO, MAROTO","CACHAFEIRO","","","","","",
"DSP0537","CONCEPCION, LA","-4.95","36.53","0","-32768","-32768","0","0","2140","57000","MARBELLA","SP","","11821","","-32768","-32768","","","","t","","t","","1971","MALAGA","90","f","256","f","519","S","ESTADO","","","","","R","57000","2140","580","V","S-SERRANO","DRAGADOS","","","","","",
"DSP0538","CUEVA DE LA MORA","-6.83","37.79","0","-32768","-32768","0","0","40","2100","ALMONASTER LA REAL","SP","","10614","","-32768","-32768","","","","t","","t","","1971","HUELVA","34","f","150","f","15","SX","ASTURIANA DEL ZINC","","","","","R","2100","40","350","L","ALVAREZ, LLANEZA, CHASTANG","ASTURIANA DEL ZINC","","","","","",
"DSP0539","EUGUI","-1.52","42.96","0","-32768","-32768","0","0","1230","21880","ESTERIBAR","SP","","8231","","-32768","-32768","","","","t","","t","","1971","NAVARRA","51","f","252","f","62","IS","ESTADO","","","","","R","21880","1230","270","V","J-RUIZ DE AZUA Y LORCA","PORTOLES Y CIA S.A.","","","","","",
"DSP0540","GAMBUESA","-15.24","27.85","0","-32768","-32768","0","0","70","1400","SAN BARTOLOME DE TIRAJANA","SP","","8341","","-32768","-32768","","","","t","","t","","1971","PALMAS, LAS","54","f","152","f","47","I","AUTONOMIA CANARIAS","","","","","R","1400","70","25","L","A. CAÑAS","CABILDO","","","","","",
"DSP0541","GORCH-BLAU","2.81","39.81","0","-32768","-32768","0","0","599","6920","ESCORCA","SP","","9476","","-32768","-32768","","","","t","","t","","1971","BALEARES","50","f","45","f","8","S","AUTONOMIA BALEARES","","","","","R","6920","599","76","L","M-PASCUAL - EPTISA","MATERIALES Y TUBOS BONNA SA","","","","","",
"DSP0542","GUADILOBA","-6.29","39.48","0","-32768","-32768","0","0","2227","20400","CACERES","SP","","9575","","-32768","-32768","","","","t","","t","","1971","CACERES","31","f","521","f","50","S","AYUNTAMIENTO CACERES.","GUADILOBA CACERES","","","","R","20400","2227","220","V","E DE CASTRO","DRAGADOS","","","","","",
"DSP0543","GUAJARAZ","-3.28","39.8","0","-32768","-32768","0","0","1597","18140","ARGES, LAYOS Y CASASBUENAS","SP","","9577","","-32768","-32768","","","","t","","t","","1971","TOLEDO","47","f","332","f","494","S","ESTADO","","","","fa","R","18140","1597","436","L/V","INTECSA","DRAGADOS","","","","","",
"DSP0544","SALAS","-7.94","41.92","0","-32768","-32768","0","0","6860","86870","MUIÑOS","SP","","11137","","-32768","-32768","","","","t","","t","","1971","OURENSE","50","f","1005","f","76","H","UNION FENOSA","","","","","R","86870","6860","540","V","FENOSA","CUBIERTAS MZOV","","","","","",
"DSP0545","VADIELLO","-0.27","42.24","0","-32768","-32768","0","0","688","15510","LOPORZANO, SANTA EULALIA","SP","","9584","","-32768","-32768","","","","t","","t","","1971","HUESCA","85","f","119","f","93","IS","ESTADO","","","","","R","15510","688","360","V","J-RUIZ DE AZUA","HELMA","","","","","",
"DSP0546","VAQUERO, EL","-15.7","28.03","0","-32768","-32768","0","0","20","360","AGAETE","SP","","11789","","-32768","-32768","","","","t","","t","","1971","PALMAS, LAS","41","f","126","f","46","I","AUTONOMIA CANARIAS","","","","","R","360","20","6","L","","","","","","","",
"DSP0547","ALBARELLOS","-8.19","42.4","0","-32768","-32768","0","0","3360","90700","LEIRO Y BOBORAS","SP","","8334","","-32768","-32768","","","","t","","t","","1971","OURENSE","90","f","285","f","217","H","UNION FENOSA","","","","","R","90700","3360","634","V","L. YORDI","DRAGADOS","","","","","",
"DSP0548","ALMODOVAR","-5.64","36.15","0","-32768","-32768","0","0","650","5000","TARIFA","SP","","8158","","-32768","-32768","","","","t","","t","","1972","CADIZ","40","f","126","f","40","IS","ESTADO","","","","","R/S","5000","650","340","V","S. SERRANO PENDAN","LABASA","","","","","",
"DSP0550","ATAZAR, EL","-3.46","40.91","0","-32768","-32768","0","0","10700","425000","PATONES Y ATAZAR","SP","","10226","","-32768","-32768","","","","t","","t","","1972","MADRID","134","f","484","f","1100","IS","CANAL DE ISABEL II","","","","","R","425000","10700","500","L","CONSULPRESA","MEDEA","","","","","",
"DSP0551","BARRANCO DE LA GRANJA","-16.12","28.34","0","-32768","-32768","0","0","9","140","ARAFO","SP","","9514","","-32768","-32768","","","","t","","t","","1972","TENERIFE","28","f","92","f","18","I","C-REGANTES LOS HERES","","","","","R","140","9","18","L","E. MARIN - GARCIA MANSILLA","C-REGANTES LOS HERES","","","","","",
"DSP0552","BENAMARIAS","-6.11","42.56","0","-32768","-32768","0","0","57","290","MAGAZ DE CEPEDA","SP","","11141","","-32768","-32768","","","","t","","t","","1972","LEON","18","f","264","f","100","I","ESTADO","Heightened : 1982","H","","he","R/S","290","57","48","L","R. LOPEZ GLEZ.(Rto)","CDAD REGANTES / ALDAN (Rto)","","","","","",
"DSP0553","CELEMIN (ALIVIADERO)","-5.77","36.3","0","-32768","-32768","0","0","","43000","MEDINA-SIDONIA","SP","","8792","","1972","-32768","","","","t","","t","","1974","CADIZ","25","f","115","f","33","I","ESTADO","","","","","R","43000","","598","L","C. GLEZ-GAGGERO","LABASA","","","","","",
"DSP0554","CIURANA","0.91","41.24","0","-32768","-32768","0","0","851","12430","CORNUDELLA DE MONTSANT","SP","","8877","","-32768","-32768","","","","t","","t","","1972","TARRAGONA","63","f","274","f","119","IS","ESTADO","","","","","R","12430","851","443","V","A. POL GIMENEZ","ULLOA","","","","","",
"DSP0555","CUBER","2.79","39.78","0","-32768","-32768","0","0","590","4500","ESCORCA","SP","","11359","","-32768","-32768","","","","t","","t","","1972","BALEARES","23","f","200","f","18","S","AUTONOMIA BALEARES","","","","","R","4500","590","80","L","M-PASCUAL - EPTISA","MATERIALES Y TUBOS BONNA SA","","","","","",
"DSP0556","GUADALTEBA","-4.8","36.94","0","-32768","-32768","0","0","7750","153300","CAMPILLOS/PEÑARRUBIA","SP","","9563","","-32768","-32768","","","","t","","t","","1972","MALAGA","84","f","572","f","3125","IS","ESTADO","","","","ie","R","153300","7750","2160","V","L. DE COSSIO","DRAGADOS","","","","","",
"DSP0557","GUILLENA (CONTRAEMBALSE)","-6.07","37.64","0","-32768","-32768","0","0","530","5360","GUILLENA","SP","","9697","","-32768","-32768","","","","t","","t","","1972","SEVILLA","31","f","161","f","2150","H","SEVILLANA ELECTRICIDAD","","","","","R","5360","530","2150","V","CIA SEVILLANA DE ELECTRICIDAD","AGROMAN","","","","","",
"DSP0558","GUILLENA SUPERIOR","-6.1","37.64","0","-32768","-32768","0","0","215","2330","GUILLENA","SP","","9697","","-32768","-32768","","","","t","","t","","1972","SEVILLA","34","f","698","f","85","H","SEVILLANA ELECTRICIDAD","","","","","R","2330","215","2"," -","CIA SEVILLANA DE ELECTRICIDAD","AGROMAN","","","","","",
"DSP0559","LLODIO","-2.98","43.1","0","-32768","-32768","0","0","13","60","LLODIO","SP","","10609","","-32768","-32768","","","","t","","t","","1972","ALAVA","23","f","100","f","53","S","AYUNTAMIENTO LLODIO","","","","he","R","60","13","60","L","J-LLORENTE","BARUMON","","","","","",
"DSP0561","PUENTE NUEVO","-4.92","38.08","0","-32768","-32768","0","0","20520","286760","VILLAVICIOSA DE CORDOBA","SP","","9573","","-32768","-32768","","","","t","","t","","1972","CORDOBA","55","f","232","f","167","S","ESTADO","","","","","R","286760","20520","1575","V","R.CASTELLANOS","CIMENTACIONES Y OBRAS","","","","","",
"DSP0562","SORIA","-15.03","27.9","0","-32768","-32768","0","0","877","32800","SAN BARTOLOME DE TIRAJANA","SP","","11370","","-32768","-32768","","","","t","","t","","1972","PALMAS, LAS","130","f","248","f","212","I","AUTONOMIA CANARIAS","","","","","R","32800","877","120","L","F-PEREZ Y L. FEDRIANI","RAMON BEAMONTE","","","","","",
"DSP0563","VALLE DE LOS CAIDOS, EL","-4.15","40.63","0","-32768","-32768","0","0","6","40","SAN LORENZO DEL ESCORIAL","SP","","8554","","-32768","-32768","","","","t","","t","","1972","MADRID","24","f","108","f","8","S","PATRIMONIO NACIONAL","","","","","R","40","6","5","L","LUIS DE LLANOS (RTO.)","AGROMAN (RTO.)","","","","","",
"DSP0564","ALIA","-5.27","39.5","0","-32768","-32768","0","0","32","110","ALIA","SP","","9774","","-32768","-32768","","","","t","","t","","1973","CACERES","20","f","88","f","7","S","AYUNTAMIENTO ALIA","","","","","R","110","32","38","L","G. GARCIA VILLA","DRAGADOS","","","","","",
"DSP0565","ENCANTADORA, LA","-17.03","28.15","0","-32768","-32768","0","0","57","710","VALLEHERMOSO","SP","","9738","","-32768","-32768","","","","t","","t","","1973","STA. CRUZ DE TENERIFE","43","f","230","f","37","I","AUTONOMIA CANARIAS","","","","","","710","57","240","L","R-SANCHEZ","DUMEZ COPISA","","","","","",
"DSP0566","FATAGA","-15.21","28.02","0","-32768","-32768","0","0","40","340","SAN BARTOLOME DE TIRAJANA","SP","","9260","","-32768","-32768","","","","t","","t","","1973","PALMAS, LAS","47","f","129","f","51","I","AUTONOMIA CANARIAS","","","","","R","340","40","96","L","A-CAÑAS","F. LOZANO","","","","","",
"DSP0567","GRAUS","1.23","42.67","0","-32768","-32768","0","0","50","330","LLADORRE","SP","","11480","","-32768","-32768","","","","t","","t","","1973","LLEIDA","26","f","100","f","15","IH","FECSA","","","","","R","330","50","205","L","J. SERRANO CAMARASA","COPISA","","","","","",
"DSP0568","GUADALHORCE","-4.79","36.94","0","-32768","-32768","0","0","7800","125800","CAMPILLOS","SP","","9551","","-32768","-32768","","","","t","","t","","1973","MALAGA","74","f","217","f","935","I","ESTADO","","","","ie","R","125800","7800","1375","V","L-COSSIO","DRAGADOS","","","","","",
"DSP0569","MADROÑERAS","-5.7","39.46","0","-32768","-32768","0","0","127","780","MADROÑERA","SP","","8262","","-32768","-32768","","","","t","","t","","1973","CACERES","22","f","298","f","12","S","JUNTA DE EXTREMADURA, C.O.P.T.","MADROÑERA","","","","R","780","127","18","L","L.CANALEJO","V. G. POVEDA","","","","","",
"DSP0570","MILAGRO, EL","-5.06","40.75","0","-32768","-32768","0","0","230","1500","MIRUEÑA DE LOS INFANZONES","SP","","8156","","-32768","-32768","","","","t","","t","","1973","AVILA","31","f","200","f","32","S","ESTADO","","","","","R","1500","230","360","L","F-OLIVIER GONZALEZ","GINES NAVARRO","","","","","",
"DSP0572","SIERRA BOYERA","-5.22","38.26","0","-32768","-32768","0","0","5300","40910","BELMEZ","SP","","9573","","-32768","-32768","","","","t","","t","","1973","CORDOBA","33","f","510","f","380","R","ESTADO","","","","fc","R","40910","5300","1500","V","J-GUERRERO","COVILES","","","","","",
"DSP0573","SILILLOS","-6.72","37.58","0","-32768","-32768","0","0","280","1050","VALVERDE DEL CAMINO","SP","","8638","","-32768","-32768","","","","t","","t","","1973","HUELVA","21","f","310","f","13","S","AYUNTAMIENTO VALVERDE CAMINO","VALVERDE DEL CAMINO","","","","R","1050","280","43","L","A-GONZALEZ Y L. MANZANO","CONSTRUCCIONES Y CONTRATAS","","","","","",
"DSP0574","TAIBILLA","-2.26","38.19","0","-32768","-32768","0","0","839","9090","NERPIO","SP","","11488","","-32768","-32768","","","","t","","t","","1973","ALBACETE","39","f","271","f","590","S","ESTADO. MANCOMUNIDAD CANALES TAIBILLA","","","","ie","R/S","9090","839","510","L","A. SANCHEZ","SACYR","","","","","",
"DSP0575","UMBRIAS, LAS","-6.92","37.71","0","-32768","-32768","0","0","40","100","CERRO DE ANDEVALO, EL","SP","","10324","","-32768","-32768","","","","t","","t","","1973","HUELVA","16","f","86","f","3","S","AYUNTAMIENTO CERRO ANDEVALO","","","","","R","100","40","26","L","J.B. PEÑA SUAREZ","DIPUTACION","","","","","",
"DSP0576","UNDURRAGA","-2.74","43.08","0","-32768","-32768","0","0","152","1910","CEANURI","SP","","8251","","-32768","-32768","","","","t","","t","","1973","VIZCAYA","36","f","215","f","250","S","CONSORCIO AGUAS GRAN BILBAO","","","","fc","R","1910","152","116","V","R. BENAVENTE / INTECSA","OSEPSA","","","","","",
"DSP0577","VICARIO, EL","-3.99","39.05","0","-32768","-32768","0","0","3360","31430","CIUDAD REAL","SP","","9571","","-32768","-32768","","","","t","","t","","1973","CIUDAD REAL","22","f","173","f","26","IX","ESTADO","","","","","R","31430","3360","1500","V","M-BARREDA","AGROMAN","","","","","",
